id;question_id;question;a;b;c;d;correct;image;image_fallback;category_id
;618;618. Normalizacja tabel jest procesem, który ma na celu;dodanie rekordów do bazy.;przedstawienie graficzne bazy.;jedynie utworzenie tabel i relacji w bazie.;sprawdzenie i optymalizację bazy danych.;D;;;207
;619;619. Wbudowanym w pakiet XAMPP narzędziem służącym do zarządzania bazą danych jest;MySQL Workbench;phpMyAdmin;pgAdmin;SQLite;B;;;207
;620;620. Wskaż zapytanie, w którym dane zostały posortowane.;"SELECT DISTINCT produkt, cena FROM artykuly;";"SELECT AVG(ocena) FROM uczniowie WHERE klasa = 2;";"SELECT nazwisko FROM firma WHERE pensja > 2000 LIMIT 10;";"SELECT imie, nazwisko FROM mieszkancy WHERE wiek > 18 ORDER BY wiek;";D;;;207
;621;621. Funkcją agregującą zwracającą liczbę rekordów jest;SUM;AVG;COUNT;NUMBER;C;;;207
;622;622. Dana jest tabela zwierzeta z polami nazwa, gatunek, gromada, cechy, dlugosc_zycia. Dla dowolnego zestawu danych, aby wyświetlić nazwy tych zwierząt, które żyją przynajmniej 20 lat oraz są ssakami, należy wydać zapytanie:;"SELECT nazwa FROM zwierzeta WHERE gromada = ‘ssak‘;";"SELECT nazwa FROM zwierzeta WHERE dlugosc_zycia >=20;";"SELECT nazwa FROM zwierzeta WHERE dlugosc_zycia >=20 AND gromada = ‘ssak‘;";"SELECT nazwa FROM zwierzeta WHERE dlugosc_zycia >=20 OR gromada = ‘ssak‘;";C;;;205
;623;623. W tabeli personel znajdują się pola: imie, nazwisko, pensja, staz. Aby otrzymać średnią pensję pracowników, dla których staż wynosi od 10 do 20 lat pracy włącznie, należy wykonać kwerendę:;"SELECT COUNT (pensja) FROM personel WHERE staz >= 10 AND staz <= 20;";"SELECT AVG(pensja) FROM personel WHERE staz >= 10 AND staz <= 20;";"SELECT COUNT(*) FROM personel WHERE staz >= 10 AND staz <= 20;";"SELECT AVG (*) FROM personel WHERE staz >= 10 AND staz <= 20;";B;;;207
;624;624. Zapytanie z klauzulą JOIN stosuje się, aby;wywołać funkcję agregującą.;zdefiniować klucz obcy dla tabeli.;otrzymać wynik jedynie z jednej tabeli.;uzyskać wyniki z dwóch tabel pozostających ze sobą w relacji.;D;;;205
;625;625. Aby usunąć tabelę należy zastosować kwerendę;DELETE;UNIQUE;DROP TABLE;TRUNCATE TABLE;C;;;207
;626;626. Za pomocą przedstawionego zapytania w tabeli zostanie;zmieniona nazwa kolumny z nazwa1 na nazwa2.;zmieniona wartość kolumny nazwa2 na DOUBLE.;dodana kolumna nazwa2 typu zmiennoprzecinkowego.;dodana kolumna nazwa2 przyjmująca wartość domyślną DOUBLE.;C;images/626.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/626.jpg;207
;627;627. Które tabele zostaną sprawdzone za pomocą przedstawionego polecenia?;Tabele, które zmieniły się od ostatniej kontroli lub nie zostały poprawnie zamknięte.;Jedynie tabele, które nie zostały poprawnie zamknięte.;Tabele, które zmieniły się w aktualnej sesji.;Jedynie tabele referujące do innych.;A;images/627.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/627.jpg;207
;628;628. Jakie uprawnienia będzie miał użytkownik jan po wykonaniu na bazie danych przedstawionych poleceń?;Będzie mógł zmienić strukturę tabeli klienci.;Będzie mógł usuwać rekordy z tabeli klienci.;Będzie mógł wyszukiwać dane w tabeli klienci.;Będzie mógł wstawiać rekordy do tabeli klienci.;A;images/628.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/628.jpg;207
;629;629. Witryna internetowa wysyła dane poufne za pomocą formularza do kodu PHP. Która metoda wysłania jest najbardziej bezpieczna?;Metoda GET, za pomocą protokołu HTTP;Metoda POST, za pomocą protokołu HTTP;Metoda GET, za pomocą protokołu HTTPS;Metoda POST, za pomocą protokołu HTTPS;D;;;201
;630;630. Przedstawiony fragment kodu PHP ma za zadanie umieścić dane znajdujące się w zmiennych $a, $b, $c w bazie danych, w tabeli dane. Tabela dane zawiera cztery pola, z czego pierwsze to autoinkrementowany klucz główny. Które z poleceń powinno być przypisane do zmiennej $zapytanie?;"SELECT '$a', '$b', '$c' FROM dane;";"SELECT NULL, '$a', '$b', '$c' FROM dane;";"INSERT INTO dane VALUES ('$a', '$b', '$c');";"INSERT INTO dane VALUES (NULL, '$a', '$b', '$c');";D;images/630.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/630.jpg;205
;631;631. Witryna internetowa ma mieć przedstawioną strukturę bloków. Aby uzyskać ten układ, należy znacznikom sekcji przypisać właściwości w następujący sposób:;"float tylko dla bloku 5; clear dla bloku 2";"float tylko dla bloków: 3, 4; clear dla bloku 5";"float tylko dla bloku 2; clear dla bloków: 3, 4";"float tylko dla bloków: 2, 3, 4; clear dla bloku 5";D;images/631.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/631.jpg;201
;632;632. Podstawowym zadaniem systemu CMS jest oddzielenie treści serwisu informacyjnego od jego wyglądu. Efekt ten jest uzyskany poprzez generowanie zawartości;z bazy danych oraz wyglądu ze zdefiniowanego szablonu.;z bazy danych oraz wyglądu za pomocą atrybutów HTML.;ze statycznych plików HTML oraz wyglądu ze zdefiniowanego szablonu.;ze statycznych plików HTML oraz wyglądu za pomocą technologii FLASH.;A;;;201
;633;633. W języku HTML znacznik < i > nadaje znakom taki sam wizualny efekt jak znacznik;<u>;<em>;<pre>;<strong>;B;;;201
;634;634. Przedstawiono tabelę zdefiniowaną kodem HTML, bez formatowania CSS. Który z fragmentów kodu HTML odpowiada pierwszemu wierszowi tabeli?;A;B;C;D;D;images/634.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/634.jpg;201
;635;635. Aby obraz wstawiony kodem HTML mógł być interpretowany przez programy wspomagające osoby niewidzące, należy zdefiniować atrybut;alt;src;sizes;border;A;;;201
;636;636. Na obrazie przedstawiono efekt formatowania stylami CSS oraz kod HTML generujący ten przykład. Zakładając, że marginesy wewnętrzne wynoszą 50 px, a zewnętrzne wynoszą 20 px, styl CSS dla obrazu ma postać;"img { background-color: Teal; border: 4px dotted Teal; padding: 50px; margin: 20px; }";"img { background-color: Teal; border: 4px solid black; margin: 50px; padding: 20px; }";"img { background-color: Teal; border: 4px solid black; padding: 50px; margin: 20px; }";"img { background-color: Teal; border: 4px dotted Teal; margin: 50px; padding: 20px; }";C;images/636.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/636.jpg;201
;637;637. W kodzie CSS zdefiniowano cztery klasy formatowania, których następnie użyto do formatowania paragrafów. Efekt widoczny na rysunku powstał po zastosowaniu klasy o nazwie;format1;format2;format3;format4;B;images/637.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/637.jpg;202
;638;638. W jakim formacie należy zapisać obraz, aby mógł być wyświetlony na stronie internetowej z zachowaniem przezroczystości?;JPG;BMP;PNG;CDR;C;;;201
;639;639. Na potrzeby strony internetowej przygotowano grafikę rysunek.jpg o rozmiarze: szerokość 200 px, wysokość 100 px. Aby wyświetlić tę grafikę jako miniaturę – pomniejszoną z zachowaniem proporcji, można zastosować znacznik;"<img src = ""rysunek.png"">";"<img src = ""rysunek.png"" style = ""width: 50px"">";"<img src = ""rysunek.png"" style = ""width: 25px; height: 50px"">";"<img src = ""rysunek.png"" style = ""width: 25px; height: 25px"">";B;;;201
;640;640. Której funkcji edytora grafiki rastrowej należy użyć, aby przygotować rysunek do wyświetlenia na stronie w ten sposób, żeby było widoczne tylko to, co znajduje się w ramce?;Odbicie;Skalowanie;Kadrowanie;Perspektywa;C;images/640.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/640.jpg;202
;641;641. Przedstawiony fragment dokumentu HTML z kodem JavaScript spowoduje, że po wciśnięciu przycisku;obraz1.png zostanie ukryty.;obraz2.png zostanie ukryty.;obraz2.png zostanie zastąpiony przez obraz1.png;obraz1.png zostanie zastąpiony przez obraz2.png;B;images/641.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/641.jpg;201
;642;642. Co spowoduje fragment skryptu w języku JavaScript?;Przypisze zmienną n do zmiennej s.;Wyświetli długość napisu ze zmiennej n.;Przypisze zmiennej s wartość odpowiadającą długości napisu ze zmiennej n.;Przypisze zmiennej s fragment napisu ze zmiennej n, o określonej przez zmienną length długości.;C;images/642.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/642.jpg;203
;643;643. Przedstawiony kod PHP nawiązuje połączenie z serwerem bazy danych. Jakiego typu operacje powinny się znaleźć w instrukcji warunkowej w miejscu trzech kropek?;Zamknięcie bazy danych.;Obsługa błędu połączenia.;Obsługa danych pobranych z bazy.;Komunikat o pomyślnym połączeniu z bazą.;B;images/643.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/643.jpg;203
;644;644. Który znacznik należący do sekcji head dokumentu HTML w wersji 5 jest wymagany przez walidator języka HTML, a jego brak jest zgłaszany jako błąd (error)?;title;link;metą;style;A;;;201
;645;645. Za pomocą którego protokołu można opublikować stronę internetową na serwerze?;FTP;ICMP;SMTP;NNTP;A;;;207
;646;646. W przedstawionym fragmencie algorytmu zastosowano;dwie pętle;jedną pętlę.;jeden blok decyzyjny.;trzy bloki operacyjne (procesy).;B;images/646.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/646.jpg;207
;647;647. Do optymalnej realizacji algorytmu szukającego największej z trzech podanych liczb a, b i c, wystarczy zastosować;jedną pętlę.;dwie tablice.;dwa warunki.;pięć zmiennych.;C;;;207
;648;648. Które wyrażenie logiczne w języku PHP sprawdza, czy zmienna1 należy do przedziału jednostronnie domkniętego <-5, 10)?;$zmienna1 >= -5 || $zmienna1 < 10;$zmienna1 <= -5 || $zmienna1 < 10;$zmienna1 >= -5 && $zmienna1 < 10;$zmienna1 <= -5 && $zmienna1 < 10;C;;;203
;649;649. Przedstawiona w języku C++ definicja typu wyliczeniowego sprawi, że enumerator CZWARTEK będzie równy;"napisowi ""CZWARTEK""";napisowi 'CZWARTEK';liczbie 1;liczbie 4;D;images/649.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/649.jpg;207
;650;650. Tablica tab[] jest wypełniona dowolnymi liczbami całkowitymi. Jaka wartość znajdzie się w zmiennej zm2 po wykonaniu prezentowanego fragmentu kodu?;Suma liczb z tablicy.;Suma liczb od 1 do 10.;Średnia arytmetyczna liczb z tablicy.;Średnia geometryczna liczb od 0 do 9.;C;images/650.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/650.jpg;207
;651;651. W języku JavaScript metoda getElementById odwołuje się do;zmiennej liczbowej.;klasy zdefiniowanej w CSS.;znacznika HTML o podanym id.;znacznika HTML o podanej nazwie klasy.;C;;;202
;652;652. W języku C++ funkcja zwracająca wynik potęgowania, działająca na dwóch parametrach wejściowych: liczbie x i wykładniku w, ma deklarację;"int potega(int x);";"int potega(int x, int w);";"void potega(int x, int w);";"void potega(int x, int w, int wynik);";B;;;203
;653;653. Aby skorzystać ze skryptu zapisanego w pliku przyklad.js, należy połączyć go ze stroną za pomocą kodu;<script> przyklad.js </script>;"<script src=""przyklad.js""> </script>";"<script link=""przyklad.js""> </script>";"<link rel=""script"" href=""przyklad.js"">";B;;;203
;654;654. Programista napisał w języku C++ pętlę, która miała obliczyć wynik działania 5! (5! = 1 * 2 * 3 * 4 * 5). Popełnił jednak błąd logiczny polegający na tym, że;zmienna a powinna być inicjowana wartością 0 zamiast 1.;parametr i pętli powinien być inicjowany wartością 0 zamiast 1.;parametr i pętli powinien być dekrementowany zamiast inkrementowany.;w drugim parametrze pętli powinno być porównanie i < 6 zamiast i < 5.;D;images/654.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/654.jpg;207
;655;655. Który ze sposobów komentowania kodu nie jest stosowany w kodzie PHP?;# komentarz;// komentarz;/* komentarz */;< !-- komentarz -- >;D;;;204
;656;656. Klucz obcy w tabeli jest tworzony po to, aby;łączyć go z innymi kluczami obcymi tabeli.;stworzyć formularz wpisujący dane do tabeli.;umożliwić jednoznaczną identyfikację rekordu w tabeli.;zdefiniować relację 1..n wiążącą go z kluczem głównym innej tabeli.;D;;;205
;657;657. Które ze stwierdzeń dotyczących klucza podstawowego jest prawdziwe?;Jest unikalny w obrębie tabeli.;Składa się tylko z jednego pola.;Może przyjmować tylko wartości liczbowe.;Dla tabeli z danymi osobowymi może być to pole nazwisko.;A;;;205
;658;658. W języku SQL aby zmodyfikować dane w tabeli, należy posłużyć się poleceniem;CREATE;UPDATE;SELECT;JOIN;B;;;205
;659;659. Które zapytanie SQL posłuży do wyszukania z przedstawionej tabeli wyłącznie wszystkich imion i nazwisk pacjentów urodzonych przed rokiem 2002?;"SELECT * FROM Pacjenci WHERE rok_urodzenia <= 2002;";"SELECT * FROM Pacjenci WHERE rok_urodzenia LIKE 2002;";"SELECT imie, nazwisko FROM Pacjenci WHERE rok_urodzenia < 2002;";"SELECT imie, nazwisko FROM Pacjenci WHERE data_ostatniej_wizyty < 2002;";C;images/659.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/659.jpg;205
;660;660. Aby utworzyć tabelę, należy się posłużyć poleceniem;INSERT INTO;ALTER TABLE;CREATE TABLE;CREATE DATABASE;C;;;207
;661;661. Wynikiem uruchomienia zapytania SQL jest;liczba wszystkich uczniów.;średnia ocen wszystkich uczniów.;liczba uczniów, których średnia ocen wynosi 5.;suma ocen uczniów, których średnia ocen wynosi 5.;C;images/661.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/661.jpg;205
;662;662. Aby wyświetlić jedynie imię, nazwisko i ulicę wszystkich mieszkańców, należy zastosować zapytanie;"SELECT * FROM Mieszkancy, Adresy ON Mieszkancy.id = Adresy.id;";"SELECT * FROM Mieszkancy JOIN Adresy ON Adresy.id = Mieszkancy.Adresy.id;";"SELECT imie, nazwisko, ulica FROM Mieszkancy, Adresy ON Mieszkancy.Adresy_id = Adresy.id;";"SELECT imie, nazwisko, ulica FROM Mieszkancy JOIN Adresy ON Mieszkancy.Adresy_id = Adresy.id;";D;images/662.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/662.jpg;207
;663;663. Przedstawiona baza danych zawiera trzy tabele i dwie relacje. Aby wyświetlić dane wszystkich lekarzy przypisanych do konkretnego pacjenta, należy przyrównać klucze;Lekarze.id = Recepty.id;Lekarze.id = Pacjenci.id;Lekarze.id = Pacjenci.Lekarze_id;Lekarze.id = Pacjenci.Recepty_id;C;images/663.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/663.jpg;205
;664;664. W wyniku połączenia relacją kluczy głównych dwóch tabel otrzymuje się relację typu;wiele do wielu.;jeden do wielu.;jeden do jednego.;wiele do jednego.;C;;;205
;665;665. Obiektem służącym w bazie danych do podsumowywania, wyświetlania i wydruków danych jest;raport.;zapytanie.;formularz.;zestawienie.;A;;;207
;666;666. Za pomocą polecenia ALTER TABLE można;usuwać tabelę.;tworzyć tabelę.;modyfikować strukturę tabeli.;modyfikować wartości zapisane w rekordach tabeli.;C;;;201
;667;667. W bazie danych zdefiniowano tabelę Mieszkancy wypełnioną danymi. Aby usunąć tę tabelę wraz z zawartością, należy posłużyć się poleceniem;"DROP TABLE Mieszkancy;";"DELETE FROM Mieszkancy;";"ALTER TABLE Mieszkancy;";"TRUNCATE TABLE Mieszkancy;";A;;;207
;668;668. Aby odebrać uprawnienia użytkownikowi, należy zastosować polecenie;DELETE;REVOKE;DELETE PRIVILEGES;GRANT NO PRIVILEGES;B;;;207
;669;669. Aby aplikacja PHP mogła komunikować się z bazą danych, niezbędne jest w pierwszej kolejności wywołanie funkcji o nazwie;mysqli_close;mysqli_connect;mysql_select_db;mysql_create_db;B;;;204
;670;670. Który z wymienionych znaczników języka HTML może posłużyć do budowy struktury strony internetowej?;<em>;<aside>;<input>;<mark>;B;;;201
;671;671. Logo systemu CMS o nazwie Joomla! to;A;B;C;D;B;images/671.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/671.jpg;207
;672;672. Język HTML dysponuje nagłówkami do budowania hierarchii treści. Nagłówki te występują jedynie w zakresie;h1 – h4;h1 – h6;h1 – h8;h1 – h10;B;;;201
;673;673. W języku HTML zdefiniowano odnośnik do strony internetowej. Aby strona otwierała się w nowym oknie lub zakładce przeglądarki, należy dopisać do definicji odnośnika atrybut;"rel = ""next""";"rel = ""external""";"target = ""_blank""";"target = ""_parent""";C;images/673.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/673.jpg;201
;674;674. Która lista jest interpretacją przedstawionego kodu?;A;B;C;D;C;images/674.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/674.jpg;207
;675;675. Na potrzeby strony internetowej zdefiniowano styl. Styl będzie przypisany tylko do niektórych znaczników (np. niektórych nagłówków, kilku akapitów). W takim wypadku, aby przypisać styl do kilku konkretnych znaczników, najlepiej jest zastosować;klasę.;pseudoklasę.;identyfikator.;selektor akapitu.;A;images/675.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/675.jpg;201
;676;676. Aby zdefiniować krój czcionki w stylu CSS, należy użyć właściwości;text-style;font-style;text-family;font-family;D;;;202
;677;677. Który z obrazów został sformatowany za pomocą przedstawionego stylu CSS?;A;B;C;D;A;images/677.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/677.jpg;206
;678;678. Aby na stronie internetowej wyświetlić logo, którego tło jest przezroczyste, należy zastosować format;JPG;CDR;PNG;BMP;C;;;201
